index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P1_target_sub-052,"[69.37227782179635, -52.56138562866357, 0.6198983814199184]","[64.1485413658712, -70.0197122595431, 24.37757824188246]","[61.77664426019934, -62.002812227013244, -26.7709467778038]","[77.76128976766523, -24.248222369105473, 4.647019875750319]",P1,target,sub-052,sham,ses-baseline,run-baseline
P3_target_sub-042,"[-69.40177065497721, -49.224864247975766, 34.76339106686368]","[-70.86849850386798, -9.461109531440755, 38.27170337278778]","[-69.92161585355609, -63.76227306215188, -2.3529692827959887]","[-47.9432047572279, -68.27889750093706, 60.415830083432475]",P3,target,sub-042,sham,ses-baseline,run-baseline
P3_target_sub-059,"[-65.77537412340511, -61.12948270765613, 50.52348075531259]","[-65.8493572955547, -21.74525955977948, 49.228941134221806]","[-63.935760686994996, -78.02610646244813, 14.730942794679393]","[-39.73278827039363, -75.86484026013024, 76.28488980288779]",P3,target,sub-059,sham,ses-baseline,run-baseline
P7_target_sub-021,"[56.52032902524643, 19.576887926213214, 54.53638904717878]","[44.53517370411428, -10.86556193294458, 77.43892034927062]","[73.84494786307575, 8.871790089710919, 20.53453121786526]","[31.37043550785072, 49.99121856210931, 51.577178106524606]",P7,target,sub-021,sham,ses-baseline,run-baseline
P8_target_sub-2513,"[-40.756544416210055, 39.96358212812873, 66.24891315168868]","[-8.809985206178153, 62.16461324053636, 72.77587654291267]","[-57.58961119417637, 44.67080250027842, 30.712088049992584]","[-39.817594261425, 2.5609889207764653, 80.31324599525378]",P8,target,sub-2513,sham,ses-baseline,run-baseline
P1_target_sub-040,"[76.51250588071412, -44.85414402255526, -17.318797603447575]","[71.20337727153395, -62.738673723347354, 5.775593312683937]","[70.93447649421488, -52.67345669438153, -41.459660011650406]","[81.8473644519436, -15.858780520011845, -12.536707615666321]",P1,target,sub-040,sham,ses-baseline,run-baseline
P2_control_sub-2001,"[4.0942355727078965, 2.1105832633498873, 95.30648723818757]","[-32.66809299268284, -12.199068502846709, 91.88986879865426]","[34.032439391942226, -23.128796370616158, 89.22092383240339]","[9.865897889454821, 40.07866125734032, 85.25243370922315]",P2,control,sub-2001,sham,ses-baseline,run-baseline
P7_target_sub-101,"[44.54399114727093, 22.61792144793783, 59.68804193069894]","[35.2573430043276, -14.226154672142851, 71.82597049165474]","[70.0829324698358, 24.99173605039837, 29.217099008734426]","[14.74329323945439, 48.76816984058016, 59.46492629924766]",P7,target,sub-101,sham,ses-baseline,run-baseline
P1_control_sub-042,"[-45.68783118717685, -23.85476931331704, 69.27141070470088]","[-32.939366300994344, 24.189442240421833, 70.70841372221034]","[-71.69440489557579, -36.959758335023004, 31.882120241011304]","[-10.61703331532011, -56.44548898314395, 81.21060243447191]",P1,control,sub-042,sham,ses-baseline,run-baseline
P5_control_sub-5011,"[-63.551941685092594, 38.873206386751754, 32.956763971275976]","[-25.51787156581432, 67.19539785025856, 46.866861392077624]","[-76.25663588849058, 44.37870155184697, -13.42228351259988]","[-61.55970750326558, -7.925109473278796, 48.228697561748284]",P5,control,sub-5011,sham,ses-baseline,run-baseline
P6_control_sub-6201,"[-58.81955952470133, 22.524436266512833, 44.358284508194004]","[-25.654858455261945, 55.94819826450881, 59.808859923222464]","[-68.45490890268611, 23.74281008002759, -3.706704398473498]","[-56.21993209782382, -22.41673308756445, 65.10895855928774]",P6,control,sub-6201,sham,ses-baseline,run-baseline
P1_control_sub-047,"[-44.39579857351521, -30.23095964631477, 75.9998316828338]","[-21.853143499077124, 14.172206307659083, 77.40311296898855]","[-76.466297435887, -35.42835322860438, 39.92288357315474]","[-14.96113497652771, -69.3454980245287, 82.37571287891163]",P1,control,sub-047,sham,ses-baseline,run-baseline
P7_control_sub-040,"[48.83904871332436, -5.90927162879364, 58.297102968912945]","[58.255817125315936, -53.534782961063385, 49.232082656811]","[67.16966659479779, 27.438248613645317, 26.64493821133734]","[4.751256463870957, 5.041391454580075, 77.09436410185049]",P7,control,sub-040,sham,ses-baseline,run-baseline
P1_target_sub-065,"[75.96608100208435, -43.52411130300567, -9.093003624244185]","[72.57955266010605, -64.09338553144575, 12.320712432062631]","[72.85080081258924, -51.34520334772074, -37.535932699554095]","[81.11051354344053, -14.988901689185493, -1.708423599637918]",P1,target,sub-065,sham,ses-baseline,run-baseline
P7_control_sub-024,"[51.014796849491916, -29.669185960924324, 87.60227015077987]","[54.82003953796966, -76.97166264125171, 74.35868230641]","[69.23172179636384, 3.4388988375810965, 56.005815071681695]","[6.223228932111241, -16.91820120632991, 103.57659012011752]",P7,control,sub-024,sham,ses-baseline,run-baseline
P1_target_sub-019,"[70.31538536178921, -68.61414077474235, -2.557966265571729]","[60.54069485134792, -87.12399045980119, 18.78996941927452]","[64.24337492012178, -74.70021109931565, -31.046586403855876]","[76.61426849395195, -40.34066967643581, 4.817924260630166]",P1,target,sub-019,sham,ses-baseline,run-baseline
P5_control_sub-5007,"[-69.29954497751534, 18.917113588520554, 20.273087156877885]","[-44.24609176294491, 56.8049035359392, 40.47643611047074]","[-69.85018891740016, 18.88137081571906, -29.62296056426571]","[-63.210456046687725, -25.507821228133665, 41.63548583968114]",P5,control,sub-5007,sham,ses-baseline,run-baseline
P2_control_sub-2019,"[2.5424643021655386, -9.183477807151338, 59.62086050951688]","[-31.015712458009077, -27.296386006842035, 49.21805880753498]","[35.69260697347284, -27.45818595966627, 48.90232987165395]","[2.674760591172879, 30.782501409928404, 59.253230090320415]",P2,control,sub-2019,sham,ses-baseline,run-baseline
P7_target_sub-094,"[44.98812544878674, 30.392831712246664, 60.45386140716537]","[38.96267905749256, -3.8569767291031334, 79.38231750419297]","[66.02611399010465, 28.50375856322722, 26.51313741090662]","[15.575383785381591, 56.40435768744751, 61.209721670286434]",P7,target,sub-094,sham,ses-baseline,run-baseline
P1_target_sub-016,"[76.38035098872162, -42.28514424376726, 9.258907299119626]","[70.7810430938388, -60.93274725464299, 32.065912142951]","[71.92926880502151, -51.52491842906136, -18.809190473588053]","[80.13018250890583, -13.345274834211336, 14.63607683858281]",P1,target,sub-016,sham,ses-baseline,run-baseline
P2_target_sub-2003,"[-26.011098552136747, -63.58952140638261, 62.565144533108274]","[-65.75371121271004, -22.967148185542637, 52.13306014015605]","[-9.10359672096928, -85.77413627699686, 9.972913314876921]","[20.21994175583217, -36.28935699683153, 86.56671851507284]",P2,target,sub-2003,sham,ses-baseline,run-baseline
P2_target_sub-2005,"[-22.25893016566936, -55.447202168411394, 61.66744850601159]","[-63.395993942843624, -14.25300010686923, 53.435572899519464]","[-11.766647925989808, -83.71529593585635, 10.949906077341748]","[26.86368283996758, -29.909079161920545, 79.49086821330074]",P2,target,sub-2005,sham,ses-baseline,run-baseline
P7_control_sub-018,"[51.10477507767012, -32.13030162063025, 77.12910702907301]","[52.85416848824374, -78.65422038863832, 61.42336548731718]","[71.55836584653579, 2.00240463502861, 47.76037228604529]","[8.096582902647105, -18.31297701487813, 96.91805257934134]",P7,control,sub-018,sham,ses-baseline,run-baseline
P7_target_sub-057,"[54.79624589788472, 30.86771337953886, 54.65107189183755]","[47.565773352894, -4.69374171814625, 70.8674313809532]","[72.93684997983259, 28.987940482183244, 19.526293772350986]","[24.134150213187493, 55.69405868330618, 55.140553894278064]",P7,target,sub-057,sham,ses-baseline,run-baseline
P4_target_sub-4002,"[-68.30222435342488, 26.971506655345124, 26.29261581476594]","[-42.10793535653984, 64.21517619514327, 45.625453438708]","[-75.14426840895128, 27.911677736146, -23.13830208000288]","[-64.63473245368154, -17.67548343432431, 47.686148377975215]",P4,target,sub-4002,sham,ses-baseline,run-baseline
P7_control_sub-081,"[46.96208693181284, -22.816666542751364, 55.981734398253]","[49.89009526993645, -68.09641007409603, 38.34018281079102]","[64.3626720569179, 13.28698604932752, 27.009963459484638]","[4.194445961484967, -11.604575207946086, 77.82395862992357]",P7,control,sub-081,sham,ses-baseline,run-baseline
P5_control_sub-CO,"[-65.36709626750054, -26.11556623694716, 40.21313515608747]","[-63.21868277553429, 13.51743669336054, 42.717860826329904]","[-67.09195259744077, -40.804275635297714, 3.515725725164884]","[-42.52892913517124, -46.35516564610269, 65.13830733770949]",P5,control,sub-CO,sham,ses-baseline,run-baseline
P4_control_sub-4007,"[-1.4308384008917077, -12.636212371865486, 93.42818806470518]","[-36.82499931476619, -27.868572993880914, 84.10044818044398]","[29.78379097974323, -34.6341064293207, 82.07987970083298]","[2.309739035326591, 26.977410951194837, 90.45940830043855]",P4,control,sub-4007,sham,ses-baseline,run-baseline
P7_target_sub-035,"[45.53526539912363, 41.417077397137696, 56.27918574204872]","[38.812691189631146, 8.725264214793143, 78.20171393457187]","[65.96685598202082, 35.12576971598503, 23.011766752007006]","[14.877333551945668, 65.75826659048941, 52.1092632347007]",P7,target,sub-035,sham,ses-baseline,run-baseline
P7_control_sub-005,"[50.931886717223215, -39.15255267690195, 76.8430257888496]","[50.03523466779337, -86.0427120669287, 61.82762642196444]","[72.37203971301314, -6.958240308768947, 46.01998653115667]","[7.806597870561566, -22.698729397935043, 94.0637819393377]",P7,control,sub-005,sham,ses-baseline,run-baseline
P2_target_sub-2019,"[-26.090957877696567, -73.4982731388945, 19.278778596444532]","[-63.446530220615486, -28.191381310035453, 16.13387021984144]","[-12.348228038853712, -89.01893955143761, -36.16661004291167]","[22.681869680792687, -52.518725967388775, 44.514425420185184]",P2,target,sub-2019,sham,ses-baseline,run-baseline
P7_target_sub-047,"[56.018241423695116, 27.298574310330782, 62.75105404440564]","[47.73686258611468, -8.685557209569524, 77.35733834301615]","[76.44286737803728, 26.392052341504304, 28.95302359179053]","[25.12922197999898, 51.92709996535559, 61.52807792767073]",P7,target,sub-047,sham,ses-baseline,run-baseline
P7_control_sub-091,"[46.653197427415954, -19.983184002226565, 72.88730469829189]","[43.048533846357884, -68.26712154815152, 65.13499035131707]","[71.77268083450615, 5.541648328517529, 38.63775037473913]","[4.405628994447631, 1.5662884780425692, 87.11936888373116]",P7,control,sub-091,sham,ses-baseline,run-baseline
P1_control_sub-009,"[-46.53506755077213, -36.12093209639075, 83.29596754028033]","[-32.17043157449593, 11.474847787608153, 82.8847296564222]","[-71.07600147360455, -49.99278521161799, 44.268705859037176]","[-12.373221818939504, -68.50968607122313, 96.69242477254359]",P1,control,sub-009,sham,ses-baseline,run-baseline
P7_target_sub-081,"[38.79326796362205, 29.55413454344486, 54.95129779532645]","[31.75716357308607, -7.400296622696751, 67.56331351485858]","[60.354125991669925, 31.190063114019203, 21.78673096421212]","[6.22296437169528, 52.09902976160697, 53.02226556261712]",P7,target,sub-081,sham,ses-baseline,run-baseline
P1_control_sub-059,"[-46.18786179998373, -33.883200995016956, 79.4942066071997]","[-35.634127880055274, 14.67507566893224, 75.90346840697813]","[-69.60439222255677, -52.323674996747705, 41.4525205531061]","[-8.412373464359543, -61.86605740369062, 93.38224443576038]",P1,control,sub-059,sham,ses-baseline,run-baseline
P1_target_sub-046,"[68.83746037371583, -53.40520616029613, -7.5115713486131]","[67.06675539131771, -75.94448061161566, 12.00536152167709]","[57.428985380052104, -56.61145213806206, -34.865557410673134]","[75.38360077172551, -26.051041413425537, 2.0029308194276614]",P1,target,sub-046,sham,ses-baseline,run-baseline
P1_target_sub-043,"[73.31348504308687, -61.156548879124635, -1.1894969882308157]","[63.035202038126876, -80.72431294415064, 19.00084258763406]","[68.87156409257122, -66.68546713601255, -30.196369342688712]","[77.71070119022835, -32.83792440524416, 7.344606580700271]",P1,target,sub-043,sham,ses-baseline,run-baseline
P7_target_sub-017,"[46.223727758176146, 29.33347589182789, 34.25139577163755]","[39.60329938526026, -1.88824267194056, 57.39736515657014]","[67.29341027984967, 22.44720624971922, 1.2528827040168629]","[16.16190881393883, 54.59948238022417, 30.325155088509803]",P7,target,sub-017,sham,ses-baseline,run-baseline
P2_target_sub-2015,"[-33.15852523280666, -55.78945362339363, 70.12102594739555]","[-69.73146465888411, -11.370277751075012, 58.52479680428091]","[-20.70640907147096, -85.40199668597243, 20.25442299552423]","[15.754125417293256, -34.13110347219344, 92.93522121309148]",P2,target,sub-2015,sham,ses-baseline,run-baseline
P5_target_sub-5017,"[-39.753024155675035, -9.342631472085703, 71.16385774307447]","[-22.694174093637727, 37.34039646293834, 73.36523046391332]","[-65.56102768507631, -18.14406502164906, 32.332289408986384]","[-5.921670517465516, -44.09638224643928, 79.34994624015121]",P5,target,sub-5017,sham,ses-baseline,run-baseline
P8_control_sub-2511,"[49.00874555417425, -3.0206494031522735, 94.98268664169882]","[54.023050681485536, -49.811605638807485, 80.29527497399603]","[69.15487242824207, 31.884031316917557, 66.17681511189379]","[5.254690829900858, 8.898382266693632, 114.09740254007511]",P8,control,sub-2511,sham,ses-baseline,run-baseline
P4_target_sub-4001,"[-67.26730513383428, 34.94861758519789, 18.006194722296062]","[-44.330643899392946, 72.84811326421087, 39.740958297759455]","[-66.50575503724014, 34.18433139712194, -31.860273583891956]","[-67.53999364664796, -9.182995306345525, 41.07911431255694]",P4,target,sub-4001,sham,ses-baseline,run-baseline
P7_target_sub-059,"[46.00294246649212, 17.9200302419892, 71.50008153253843]","[30.535828772199537, -14.400401754374288, 88.62515299090971]","[66.3350092688817, 9.882795343050395, 38.577836979320715]","[21.68832678274191, 48.92109646417628, 68.4091016469697]",P7,target,sub-059,sham,ses-baseline,run-baseline
P5_target_sub-5002,"[-54.176453285268565, 4.43822420437372, 64.94222560145654]","[-41.52184241901683, 52.73231726344789, 64.6488603252985]","[-77.02780260856427, -11.327753230278512, 25.448746256391626]","[-19.943060592777577, -26.532695121878955, 81.53845231770707]",P5,target,sub-5002,sham,ses-baseline,run-baseline
P1_target_sub-009,"[64.85334336046618, -64.68268554211866, 6.861399756849225]","[57.67856199463545, -83.36704459344736, 29.064424118555028]","[58.93387846306874, -72.29836244783833, -21.453046788768994]","[74.01234680685684, -36.837679786169275, 13.195863833389138]",P1,target,sub-009,sham,ses-baseline,run-baseline
P3_control_sub-045,"[39.255106280912706, -17.448865286406164, 89.97015369849196]","[44.046978562037474, -65.42025398380828, 79.09022999016304]","[62.05148101538155, 13.907390136023485, 59.57582164685486]","[-6.804854648766418, -3.4816325356988838, 100.2233089609747]",P3,control,sub-045,sham,ses-baseline,run-baseline
P1_control_sub-1104,"[-49.51000799630265, -23.359949144501083, 74.76653422897648]","[-39.216247055594835, 25.313174873164222, 72.4506252909307]","[-70.28508951517347, -40.657404729552795, 35.79029530140798]","[-12.965370611601658, -52.02114161044569, 91.6563847447831]",P1,control,sub-1104,sham,ses-baseline,run-baseline
P6_control_sub-6105,"[-65.95092956561278, 12.971393576716812, 29.306672935227244]","[-42.1482559492428, 53.47339719178334, 45.18192208886854]","[-69.56631267753545, 7.400466867673597, -19.43352078019803]","[-63.70252501725836, -28.206550411334053, 57.3235791217008]",P6,control,sub-6105,sham,ses-baseline,run-baseline
P7_control_sub-042,"[51.00396611611822, -23.228057456065724, 67.80076582247392]","[55.527336179530415, -70.39986095806238, 54.90947623695432]","[71.15049652601425, 10.159934440664534, 37.26149846837162]","[6.4132095985053805, -10.061137320860261, 85.18321512287038]",P7,control,sub-042,sham,ses-baseline,run-baseline
P1_target_sub-1112,"[72.55671418778432, -61.096164970849884, -8.102278220575966]","[64.04003083618937, -79.04981120096112, 13.98261153048407]","[65.88172014400315, -68.62361675816386, -36.21127503972182]","[76.12468453448601, -32.46344363581144, -2.1922323878426657]",P1,target,sub-1112,sham,ses-baseline,run-baseline
P3_target_sub-007,"[-64.15025324728687, -46.36211647463718, 47.83026952324702]","[-66.83465216305441, -6.682797874765141, 45.10722053175602]","[-60.284593561911194, -65.73243406667734, 13.187570561339953]","[-42.20878002831976, -60.10853553036881, 77.23468667991473]",P3,target,sub-007,sham,ses-baseline,run-baseline
