,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date,Electrode-Dimension,Session-run,Experiment-Session_run,Experiment-Session,Dimension-Session,Dimension-Experiment
2611,Cathode3,run-01,ses-1,sub-064,Z,62.82237501675263,P3,2023-10-01,Cathode3-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2612,Anode,run-02,ses-1,sub-064,Z,40.42697331099771,P3,2023-10-01,Anode-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2613,Cathode1,run-02,ses-1,sub-064,Z,5.060334346955642,P3,2023-10-01,Cathode1-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2614,Cathode2,run-02,ses-1,sub-064,Z,45.48689225758426,P3,2023-10-01,Cathode2-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2615,Cathode3,run-02,ses-1,sub-064,Z,61.90724002243951,P3,2023-10-01,Cathode3-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2616,Anode,run-01,ses-3,sub-016,Z,10.043946428224444,P1,2023-09-20,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2617,Cathode1,run-01,ses-3,sub-016,Z,-21.761201560497284,P1,2023-09-20,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2618,Cathode2,run-01,ses-3,sub-016,Z,30.946699460968375,P1,2023-09-20,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2619,Cathode3,run-01,ses-3,sub-016,Z,17.424569191411138,P1,2023-09-20,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2620,Anode,run-01,ses-4,sub-026,Z,6.269242413341999,P1,2023-10-08,Anode-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2621,Cathode1,run-01,ses-4,sub-026,Z,-15.759805705398321,P1,2023-10-08,Cathode1-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2622,Cathode2,run-01,ses-4,sub-026,Z,25.343887135386467,P1,2023-10-08,Cathode2-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2623,Cathode3,run-01,ses-4,sub-026,Z,14.225644394755363,P1,2023-10-08,Cathode3-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2624,Anode,run-02,ses-4,sub-026,Z,7.239391885697842,P1,2023-10-08,Anode-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2625,Cathode1,run-02,ses-4,sub-026,Z,-15.724387004971504,P1,2023-10-08,Cathode1-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2626,Cathode2,run-02,ses-4,sub-026,Z,26.31403660774231,P1,2023-10-08,Cathode2-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2627,Cathode3,run-02,ses-4,sub-026,Z,14.225644394755363,P1,2023-10-08,Cathode3-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2628,Anode,run-01,ses-2,sub-026,Z,10.014626070857048,P1,2023-08-27,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2629,Cathode1,run-01,ses-2,sub-026,Z,-16.559322245419025,P1,2023-08-27,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2630,Cathode2,run-01,ses-2,sub-026,Z,30.82136458158493,P1,2023-08-27,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2631,Cathode3,run-01,ses-2,sub-026,Z,15.127109989523888,P1,2023-08-27,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2632,Anode,run-01,ses-1,sub-026,Z,9.113160476088524,P1,2023-06-29,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2633,Cathode1,run-01,ses-1,sub-026,Z,-17.55842984840274,P1,2023-06-29,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2634,Cathode2,run-01,ses-1,sub-026,Z,29.955317687243223,P1,2023-06-29,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2635,Cathode3,run-01,ses-1,sub-026,Z,14.296481795608997,P1,2023-06-29,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2636,Anode,run-02,ses-1,sub-026,Z,8.21169488132,P1,2023-06-29,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2637,Cathode1,run-02,ses-1,sub-026,Z,-18.353639341890812,P1,2023-06-29,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2638,Cathode2,run-02,ses-1,sub-026,Z,29.955317687243223,P1,2023-06-29,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2639,Cathode3,run-02,ses-1,sub-026,Z,15.233366090804338,P1,2023-06-29,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2640,Anode,run-01,ses-3,sub-026,Z,6.512866269797087,P1,2023-10-01,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2641,Cathode1,run-01,ses-3,sub-026,Z,-20.96254764124751,P1,2023-10-01,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2642,Cathode2,run-01,ses-3,sub-026,Z,24.75472927466035,P1,2023-10-01,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2643,Cathode3,run-01,ses-3,sub-026,Z,11.627503711730242,P1,2023-10-01,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2644,Anode,run-02,ses-3,sub-026,Z,5.6468193754553795,P1,2023-10-01,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2645,Cathode1,run-02,ses-3,sub-026,Z,-20.125458877533674,P1,2023-10-01,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2646,Cathode2,run-02,ses-3,sub-026,Z,25.656194869428873,P1,2023-10-01,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2647,Cathode3,run-02,ses-3,sub-026,Z,12.5998067073524,P1,2023-10-01,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2656,Anode,run-01,ses-1,sub-031,Z,56.45670090429485,P7,2023-06-22,Anode-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2657,Cathode1,run-01,ses-1,sub-031,Z,76.51363446936011,P7,2023-06-22,Cathode1-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2658,Cathode2,run-01,ses-1,sub-031,Z,57.15234200935811,P7,2023-06-22,Cathode2-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2659,Cathode3,run-01,ses-1,sub-031,Z,27.388725117780268,P7,2023-06-22,Cathode3-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2660,Anode,run-02,ses-1,sub-031,Z,58.20031399279833,P7,2023-06-22,Anode-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2661,Cathode1,run-02,ses-1,sub-031,Z,76.50167623348534,P7,2023-06-22,Cathode1-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2662,Cathode2,run-02,ses-1,sub-031,Z,60.645547304302454,P7,2023-06-22,Cathode2-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2663,Cathode3,run-02,ses-1,sub-031,Z,24.725671231746674,P7,2023-06-22,Cathode3-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2664,Anode,run-01,ses-2,sub-030,Z,11.304772833362222,P1,2023-08-31,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2665,Cathode1,run-01,ses-2,sub-030,Z,-16.208125354722142,P1,2023-08-31,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2666,Cathode2,run-01,ses-2,sub-030,Z,30.36273744702339,P1,2023-08-31,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2667,Cathode3,run-01,ses-2,sub-030,Z,19.464214079082012,P1,2023-08-31,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2668,Anode,run-02,ses-2,sub-030,Z,10.378468293696642,P1,2023-08-31,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2669,Cathode1,run-02,ses-2,sub-030,Z,-15.306044043973088,P1,2023-08-31,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2670,Cathode2,run-02,ses-2,sub-030,Z,31.340697498992085,P1,2023-08-31,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2671,Cathode3,run-02,ses-2,sub-030,Z,19.464214079082012,P1,2023-08-31,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2672,Anode,run-01,ses-1,sub-030,Z,17.69522074982524,P1,2023-06-28,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2673,Cathode1,run-01,ses-1,sub-030,Z,-11.521738089621067,P1,2023-06-28,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2674,Cathode2,run-01,ses-1,sub-030,Z,35.851104052737355,P1,2023-06-28,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2675,Cathode3,run-01,ses-1,sub-030,Z,27.55711811967194,P1,2023-06-28,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2676,Anode,run-02,ses-1,sub-030,Z,18.571474304422736,P1,2023-06-28,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2677,Cathode1,run-02,ses-1,sub-030,Z,-10.671312291175127,P1,2023-06-28,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2678,Cathode2,run-02,ses-1,sub-030,Z,35.775225311517715,P1,2023-06-28,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2679,Cathode3,run-02,ses-1,sub-030,Z,29.33545298501849,P1,2023-06-28,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2680,Anode,run-01,ses-3,sub-030,Z,14.863047091290355,P1,2023-10-05,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2681,Cathode1,run-01,ses-3,sub-030,Z,-13.401779452338815,P1,2023-10-05,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2682,Cathode2,run-01,ses-3,sub-030,Z,33.068981379270554,P1,2023-10-05,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2683,Cathode3,run-01,ses-3,sub-030,Z,22.144630255177617,P1,2023-10-05,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2684,Anode,run-02,ses-3,sub-030,Z,14.03684452176094,P1,2023-10-05,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2685,Cathode1,run-02,ses-3,sub-030,Z,-12.49969814158976,P1,2023-10-05,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2686,Cathode2,run-02,ses-3,sub-030,Z,33.99528591893613,P1,2023-10-05,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2687,Cathode3,run-02,ses-3,sub-030,Z,26.087111800909042,P1,2023-10-05,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2688,Anode,run-01,ses-2,sub-032,Z,61.23360897041857,P7,2023-10-11,Anode-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2689,Cathode1,run-01,ses-2,sub-032,Z,77.43107627891004,P7,2023-10-11,Cathode1-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2690,Cathode2,run-01,ses-2,sub-032,Z,65.39500873722136,P7,2023-10-11,Cathode2-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2691,Cathode3,run-01,ses-2,sub-032,Z,26.931687384843826,P7,2023-10-11,Cathode3-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2692,Anode,run-02,ses-2,sub-032,Z,61.309932166710496,P7,2023-10-11,Anode-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2693,Cathode1,run-02,ses-2,sub-032,Z,77.3644437417388,P7,2023-10-11,Cathode1-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2694,Cathode2,run-02,ses-2,sub-032,Z,63.60571248456836,P7,2023-10-11,Cathode2-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2695,Cathode3,run-02,ses-2,sub-032,Z,26.921996725723147,P7,2023-10-11,Cathode3-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2696,Anode,run-01,ses-1,sub-032,Z,69.18489226326346,P7,2023-07-05,Anode-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2697,Cathode1,run-01,ses-1,sub-032,Z,81.71775321103632,P7,2023-07-05,Cathode1-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2698,Cathode2,run-01,ses-1,sub-032,Z,75.681335657835,P7,2023-07-05,Cathode2-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2699,Cathode3,run-01,ses-1,sub-032,Z,39.48583313077688,P7,2023-07-05,Cathode3-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2700,Anode,run-02,ses-1,sub-032,Z,69.18489226326346,P7,2023-07-05,Anode-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2701,Cathode1,run-02,ses-1,sub-032,Z,81.57479747757316,P7,2023-07-05,Cathode1-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2702,Cathode2,run-02,ses-1,sub-032,Z,73.9780532605946,P7,2023-07-05,Cathode2-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2703,Cathode3,run-02,ses-1,sub-032,Z,39.48583313077688,P7,2023-07-05,Cathode3-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2704,Anode,run-01,ses-2,sub-002,Z,63.63376301527023,P1,2023-08-24,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2705,Cathode1,run-01,ses-2,sub-002,Z,28.991439916193485,P1,2023-08-24,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2706,Cathode2,run-01,ses-2,sub-002,Z,65.23183166235685,P1,2023-08-24,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2707,Cathode3,run-01,ses-2,sub-002,Z,83.68832460790873,P1,2023-08-24,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2708,Anode,run-02,ses-2,sub-002,Z,63.63376301527023,P1,2023-08-24,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2709,Cathode1,run-02,ses-2,sub-002,Z,27.116127744317055,P1,2023-08-24,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2710,Cathode2,run-02,ses-2,sub-002,Z,66.06365510076284,P1,2023-08-24,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2711,Cathode3,run-02,ses-2,sub-002,Z,83.77024590969086,P1,2023-08-24,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2712,Anode,run-01,ses-1,sub-002,Z,37.24259074032307,P1,2023-05-24,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2713,Cathode1,run-01,ses-1,sub-002,Z,0.09328480809926987,P1,2023-05-24,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2714,Cathode2,run-01,ses-1,sub-002,Z,44.88660126924515,P1,2023-05-24,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2715,Cathode3,run-01,ses-1,sub-002,Z,62.186910793185234,P1,2023-05-24,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2716,Anode,run-02,ses-1,sub-002,Z,38.15633548051119,P1,2023-05-24,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2717,Cathode1,run-02,ses-1,sub-002,Z,1.0719015449285507,P1,2023-05-24,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2718,Cathode2,run-02,ses-1,sub-002,Z,46.86088404804468,P1,2023-05-24,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2719,Cathode3,run-02,ses-1,sub-002,Z,62.203960098326206,P1,2023-05-24,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2720,Anode,run-01,ses-3,sub-002,Z,65.36228188872337,P1,2023-11-29,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2721,Cathode1,run-01,ses-3,sub-002,Z,31.9443394318223,P1,2023-11-29,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2722,Cathode2,run-01,ses-3,sub-002,Z,66.21044839918613,P1,2023-11-29,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2723,Cathode3,run-01,ses-3,sub-002,Z,87.89526449143887,P1,2023-11-29,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2724,Anode,run-02,ses-3,sub-002,Z,66.34089862555265,P1,2023-11-29,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2725,Cathode1,run-02,ses-3,sub-002,Z,32.02626073360443,P1,2023-11-29,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2726,Cathode2,run-02,ses-3,sub-002,Z,66.14557640254498,P1,2023-11-29,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2727,Cathode3,run-02,ses-3,sub-002,Z,86.99856905639172,P1,2023-11-29,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2728,Anode,run-01,ses-2,sub-047,Z,37.15295277163386,P3,2023-08-30,Anode-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2729,Cathode1,run-01,ses-2,sub-047,Z,4.248155293986201,P3,2023-08-30,Cathode1-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2730,Cathode2,run-01,ses-2,sub-047,Z,45.594498071819544,P3,2023-08-30,Cathode2-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2731,Cathode3,run-01,ses-2,sub-047,Z,56.045958548784256,P3,2023-08-30,Cathode3-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2732,Anode,run-02,ses-2,sub-047,Z,38.71904190815985,P3,2023-08-30,Anode-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2733,Cathode1,run-02,ses-2,sub-047,Z,2.982057075947523,P3,2023-08-30,Cathode1-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2734,Cathode2,run-02,ses-2,sub-047,Z,46.14772688411176,P3,2023-08-30,Cathode2-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2735,Cathode3,run-02,ses-2,sub-047,Z,55.63951015099883,P3,2023-08-30,Cathode3-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2736,Anode,run-01,ses-1,sub-047,Z,26.580656364560127,P3,2023-08-02,Anode-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2737,Cathode1,run-01,ses-1,sub-047,Z,-11.197456454858184,P3,2023-08-02,Cathode1-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2738,Cathode2,run-01,ses-1,sub-047,Z,35.43508015200496,P3,2023-08-02,Cathode2-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2739,Cathode3,run-01,ses-1,sub-047,Z,51.16304369829595,P3,2023-08-02,Cathode3-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2740,Anode,run-02,ses-1,sub-047,Z,28.503180203959346,P3,2023-08-02,Anode-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2741,Cathode1,run-02,ses-1,sub-047,Z,-11.197456454858184,P3,2023-08-02,Cathode1-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2742,Cathode2,run-02,ses-1,sub-047,Z,35.103652296587825,P3,2023-08-02,Cathode2-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2743,Cathode3,run-02,ses-1,sub-047,Z,49.215513011440635,P3,2023-08-02,Cathode3-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2744,Anode,run-01,ses-3,sub-047,Z,23.325899763032794,P3,2023-11-05,Anode-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
2745,Cathode1,run-01,ses-3,sub-047,Z,-13.64257693104446,P3,2023-11-05,Cathode1-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
2746,Cathode2,run-01,ses-3,sub-047,Z,33.690060153603554,P3,2023-11-05,Cathode2-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
2747,Cathode3,run-01,ses-3,sub-047,Z,45.03251613676548,P3,2023-11-05,Cathode3-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
2748,Anode,run-02,ses-3,sub-047,Z,22.82268464565277,P3,2023-11-05,Anode-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
2749,Cathode1,run-02,ses-3,sub-047,Z,-14.52723359875381,P3,2023-11-05,Cathode1-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
2750,Cathode2,run-02,ses-3,sub-047,Z,33.333625450730324,P3,2023-11-05,Cathode2-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
2751,Cathode3,run-02,ses-3,sub-047,Z,45.03251613676548,P3,2023-11-05,Cathode3-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
2752,Anode,run-01,ses-4,sub-001,Z,7.613606058061123,P1,2023-10-26,Anode-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2753,Cathode1,run-01,ses-4,sub-001,Z,-26.172217659652233,P1,2023-10-26,Cathode1-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2754,Cathode2,run-01,ses-4,sub-001,Z,23.502773977816105,P1,2023-10-26,Cathode2-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2755,Cathode3,run-01,ses-4,sub-001,Z,15.008484482765198,P1,2023-10-26,Cathode3-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2756,Anode,run-02,ses-4,sub-001,Z,-2.608735367655754,P1,2023-10-26,Anode-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2757,Cathode1,run-02,ses-4,sub-001,Z,-30.502074755728245,P1,2023-10-26,Cathode1-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2758,Cathode2,run-02,ses-4,sub-001,Z,15.004048578441143,P1,2023-10-26,Cathode2-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2759,Cathode3,run-02,ses-4,sub-001,Z,7.392384126782417,P1,2023-10-26,Cathode3-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2760,Anode,run-01,ses-2,sub-001,Z,-5.112303644418716,P1,2023-08-03,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2761,Cathode1,run-01,ses-2,sub-001,Z,-36.39365150779486,P1,2023-08-03,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2762,Cathode2,run-01,ses-2,sub-001,Z,7.716380834579468,P1,2023-08-03,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2763,Cathode3,run-01,ses-2,sub-001,Z,7.7208167389035225,P1,2023-08-03,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2764,Anode,run-02,ses-2,sub-001,Z,-7.020953007042408,P1,2023-08-03,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
