,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date
1042,Cathode2,run-01,ses-2,sub-036,Y,51.619289107620716,P7,2023-09-10
1043,Cathode3,run-01,ses-2,sub-036,Y,32.55127681419253,P7,2023-09-10
1044,Anode,run-02,ses-2,sub-036,Y,28.445180404931307,P7,2023-09-10
1045,Cathode1,run-02,ses-2,sub-036,Y,-4.915539491921663,P7,2023-09-10
1046,Cathode2,run-02,ses-2,sub-036,Y,51.619289107620716,P7,2023-09-10
1047,Cathode3,run-02,ses-2,sub-036,Y,33.42959290742874,P7,2023-09-10
1048,Anode,run-01,ses-4,sub-012,Y,-43.96522821485996,P1,2024-02-04
1049,Cathode1,run-01,ses-4,sub-012,Y,-63.75012055039406,P1,2024-02-04
1050,Cathode2,run-01,ses-4,sub-012,Y,-56.46584503352642,P1,2024-02-04
1051,Cathode3,run-01,ses-4,sub-012,Y,-4.529730245471001,P1,2024-02-04
1052,Anode,run-02,ses-4,sub-012,Y,-43.839696284383535,P1,2024-02-04
1053,Cathode1,run-02,ses-4,sub-012,Y,-65.55611610040069,P1,2024-02-04
1054,Cathode2,run-02,ses-4,sub-012,Y,-54.68722288310528,P1,2024-02-04
1055,Cathode3,run-02,ses-4,sub-012,Y,-6.586789656430483,P1,2024-02-04
1056,Anode,run-01,ses-3,sub-012,Y,-58.24670970067382,P1,2024-01-24
1057,Cathode1,run-01,ses-3,sub-012,Y,-82.15705592557788,P1,2024-01-24
1058,Cathode2,run-01,ses-3,sub-012,Y,-63.844445805996656,P1,2024-01-24
1059,Cathode3,run-01,ses-3,sub-012,Y,-21.229576107114553,P1,2024-01-24
1060,Anode,run-02,ses-3,sub-012,Y,-61.525516740977764,P1,2024-01-24
1061,Cathode1,run-02,ses-3,sub-012,Y,-82.74055634066463,P1,2024-01-24
1062,Cathode2,run-02,ses-3,sub-012,Y,-65.4427892267704,P1,2024-01-24
1063,Cathode3,run-02,ses-3,sub-012,Y,-21.965981852263212,P1,2024-01-24
1064,Anode,run-01,ses-2,sub-018,Y,-51.720168612897396,P1,2023-08-23
1065,Cathode1,run-01,ses-2,sub-018,Y,-60.614746399223804,P1,2023-08-23
1066,Cathode2,run-01,ses-2,sub-018,Y,-79.81412349641323,P1,2023-08-23
1067,Cathode3,run-01,ses-2,sub-018,Y,-29.19380559772253,P1,2023-08-23
1068,Anode,run-02,ses-2,sub-018,Y,-55.46515165269375,P1,2023-08-23
1069,Cathode1,run-02,ses-2,sub-018,Y,-62.647558979690075,P1,2023-08-23
1070,Cathode2,run-02,ses-2,sub-018,Y,-79.16828241944313,P1,2023-08-23
1071,Cathode3,run-02,ses-2,sub-018,Y,-30.457255363464355,P1,2023-08-23
1072,Anode,run-01,ses-4,sub-010,Y,22.52849191427231,P7,2023-09-28
1073,Cathode1,run-01,ses-4,sub-010,Y,21.415073424577713,P7,2023-09-28
1074,Cathode2,run-01,ses-4,sub-010,Y,-7.306273866444826,P7,2023-09-28
1075,Cathode3,run-01,ses-4,sub-010,Y,50.27847697585821,P7,2023-09-28
1076,Anode,run-02,ses-4,sub-010,Y,22.52849191427231,P7,2023-09-28
1077,Cathode1,run-02,ses-4,sub-010,Y,22.206097528338432,P7,2023-09-28
1078,Cathode2,run-02,ses-4,sub-010,Y,-7.306273866444826,P7,2023-09-28
1079,Cathode3,run-02,ses-4,sub-010,Y,50.383194752037525,P7,2023-09-28
1080,Anode,run-01,ses-2,sub-010,Y,21.864965595304966,P7,2023-08-23
1081,Cathode1,run-01,ses-2,sub-010,Y,20.45558265224099,P7,2023-08-23
1082,Cathode2,run-01,ses-2,sub-010,Y,-7.947020176798105,P7,2023-08-23
1083,Cathode3,run-01,ses-2,sub-010,Y,47.86443578079343,P7,2023-08-23
1084,Anode,run-02,ses-2,sub-010,Y,19.218708839267492,P7,2023-08-23
1085,Cathode1,run-02,ses-2,sub-010,Y,19.623589664697647,P7,2023-08-23
1086,Cathode2,run-02,ses-2,sub-010,Y,-9.761283945292234,P7,2023-08-23
1087,Cathode3,run-02,ses-2,sub-010,Y,46.2186386808753,P7,2023-08-23
1088,Anode,run-01,ses-1,sub-010,Y,16.21273873746395,P7,2023-06-07
1089,Cathode1,run-01,ses-1,sub-010,Y,16.389995135366917,P7,2023-06-07
1090,Cathode2,run-01,ses-1,sub-010,Y,-16.646186020225286,P7,2023-06-07
1091,Cathode3,run-01,ses-1,sub-010,Y,40.280787725001574,P7,2023-06-07
1092,Anode,run-02,ses-1,sub-010,Y,17.172229509800673,P7,2023-06-07
1093,Cathode1,run-02,ses-1,sub-010,Y,16.49471291154623,P7,2023-06-07
1094,Cathode2,run-02,ses-1,sub-010,Y,-17.564707908779383,P7,2023-06-07
1095,Cathode3,run-02,ses-1,sub-010,Y,39.489763621240854,P7,2023-06-07
1096,Anode,run-01,ses-3,sub-010,Y,28.780496198683977,P7,2023-09-17
1097,Cathode1,run-01,ses-3,sub-010,Y,25.707127280533314,P7,2023-09-17
1098,Cathode2,run-01,ses-3,sub-010,Y,-1.8043248020112514,P7,2023-09-17
1099,Cathode3,run-01,ses-3,sub-010,Y,55.17489939182997,P7,2023-09-17
1100,Anode,run-02,ses-3,sub-010,Y,27.262196883559227,P7,2023-09-17
1101,Cathode1,run-02,ses-3,sub-010,Y,25.91656283289194,P7,2023-09-17
1102,Cathode2,run-02,ses-3,sub-010,Y,-3.554839678108692,P7,2023-09-17
1103,Cathode3,run-02,ses-3,sub-010,Y,54.55234195664525,P7,2023-09-17
1104,Anode,run-01,ses-2,sub-029,Y,25.377211776562035,P7,2023-08-27
1105,Cathode1,run-01,ses-2,sub-029,Y,21.661880482919514,P7,2023-08-27
1106,Cathode2,run-01,ses-2,sub-029,Y,-3.021104132756591,P7,2023-08-27
1107,Cathode3,run-01,ses-2,sub-029,Y,50.51837364514358,P7,2023-08-27
1108,Anode,run-02,ses-2,sub-029,Y,24.474725452251732,P7,2023-08-27
1109,Cathode1,run-02,ses-2,sub-029,Y,19.811376598663628,P7,2023-08-27
1110,Cathode2,run-02,ses-2,sub-029,Y,-3.9207257733214647,P7,2023-08-27
1111,Cathode3,run-02,ses-2,sub-029,Y,49.59312170301564,P7,2023-08-27
1112,Anode,run-01,ses-1,sub-029,Y,23.649130032630637,P7,2023-06-28
1113,Cathode1,run-01,ses-1,sub-029,Y,-7.505040768999606,P7,2023-06-28
1114,Cathode2,run-01,ses-1,sub-029,Y,51.38950030039996,P7,2023-06-28
1115,Cathode3,run-01,ses-1,sub-029,Y,24.616896568099037,P7,2023-06-28
1116,Anode,run-02,ses-1,sub-029,Y,21.844157384010032,P7,2023-06-28
1117,Cathode1,run-02,ses-1,sub-029,Y,-10.263760345056653,P7,2023-06-28
1118,Cathode2,run-02,ses-1,sub-029,Y,47.739753135014325,P7,2023-06-28
1119,Cathode3,run-02,ses-1,sub-029,Y,20.01913184276782,P7,2023-06-28
1136,Anode,run-01,ses-2,sub-033,Y,-36.97275026049465,P3,2023-09-06
1137,Cathode1,run-01,ses-2,sub-033,Y,-57.098463620990515,P3,2023-09-06
1138,Cathode2,run-01,ses-2,sub-033,Y,-51.64824619796127,P3,2023-09-06
1139,Cathode3,run-01,ses-2,sub-033,Y,-0.36175465397536755,P3,2023-09-06
1140,Anode,run-02,ses-2,sub-033,Y,-36.844649135135114,P3,2023-09-06
1141,Cathode1,run-02,ses-2,sub-033,Y,-59.73225772473961,P3,2023-09-06
1142,Cathode2,run-02,ses-2,sub-033,Y,-51.71229676064104,P3,2023-09-06
1143,Cathode3,run-02,ses-2,sub-033,Y,-0.23365352861583233,P3,2023-09-06
1144,Anode,run-01,ses-1,sub-033,Y,-41.34348509833217,P3,2023-08-10
1145,Cathode1,run-01,ses-1,sub-033,Y,-66.74407122377306,P3,2023-08-10
1146,Cathode2,run-01,ses-1,sub-033,Y,-47.85411191638559,P3,2023-08-10
1147,Cathode3,run-01,ses-1,sub-033,Y,-2.2908470761030912,P3,2023-08-10
1148,Anode,run-02,ses-1,sub-033,Y,-42.375724150799215,P3,2023-08-10
1149,Cathode1,run-02,ses-1,sub-033,Y,-65.7795250127092,P3,2023-08-10
1150,Cathode2,run-02,ses-1,sub-033,Y,-47.85411191638559,P3,2023-08-10
1151,Cathode3,run-02,ses-1,sub-033,Y,-2.2908470761030912,P3,2023-08-10
1152,Anode,run-01,ses-3,sub-033,Y,-36.271836349740624,P3,2023-11-08
1153,Cathode1,run-01,ses-3,sub-033,Y,-56.54386222921312,P3,2023-11-08
1154,Cathode2,run-01,ses-3,sub-033,Y,-54.67013144865632,P3,2023-11-08
1155,Cathode3,run-01,ses-3,sub-033,Y,5.350399721413851,P3,2023-11-08
1156,Anode,run-02,ses-3,sub-033,Y,-36.271836349740624,P3,2023-11-08
1157,Cathode1,run-02,ses-3,sub-033,Y,-58.28080296330154,P3,2023-11-08
1158,Cathode2,run-02,ses-3,sub-033,Y,-56.40707218274474,P3,2023-11-08
1159,Cathode3,run-02,ses-3,sub-033,Y,3.5494084246456623,P3,2023-11-08
1160,Anode,run-01,ses-4,sub-017,Y,-61.72996362298727,P1,2023-09-14
1161,Cathode1,run-01,ses-4,sub-017,Y,-66.88253883644938,P1,2023-09-14
1162,Cathode2,run-01,ses-4,sub-017,Y,-81.65140442177653,P1,2023-09-14
1163,Cathode3,run-01,ses-4,sub-017,Y,-38.483873799443245,P1,2023-09-14
1164,Anode,run-02,ses-4,sub-017,Y,-63.60665290802717,P1,2023-09-14
1165,Cathode1,run-02,ses-4,sub-017,Y,-66.88253883644938,P1,2023-09-14
1166,Cathode2,run-02,ses-4,sub-017,Y,-80.8303623907268,P1,2023-09-14
1167,Cathode3,run-02,ses-4,sub-017,Y,-39.53952105343342,P1,2023-09-14
1168,Anode,run-01,ses-2,sub-017,Y,-56.40526682138443,P1,2023-08-17
1169,Cathode1,run-01,ses-2,sub-017,Y,-63.52860366553068,P1,2023-08-17
1170,Cathode2,run-01,ses-2,sub-017,Y,-75.67793967574835,P1,2023-08-17
1171,Cathode3,run-01,ses-2,sub-017,Y,-30.4297044724226,P1,2023-08-17
1172,Anode,run-02,ses-2,sub-017,Y,-56.639872044324875,P1,2023-08-17
1173,Cathode1,run-02,ses-2,sub-017,Y,-63.68500714749098,P1,2023-08-17
1174,Cathode2,run-02,ses-2,sub-017,Y,-76.63951458409429,P1,2023-08-17
1175,Cathode3,run-02,ses-2,sub-017,Y,-28.631216928362846,P1,2023-08-17
1176,Anode,run-01,ses-1,sub-017,Y,-54.544448141008615,P1,2023-07-02
1177,Cathode1,run-01,ses-1,sub-017,Y,-63.231667306274176,P1,2023-07-02
1178,Cathode2,run-01,ses-1,sub-017,Y,-72.58919965475798,P1,2023-07-02
1179,Cathode3,run-01,ses-1,sub-017,Y,-27.65377141535282,P1,2023-07-02
1180,Anode,run-02,ses-1,sub-017,Y,-54.544448141008615,P1,2023-07-02
1181,Cathode1,run-02,ses-1,sub-017,Y,-64.11504047363997,P1,2023-07-02
1182,Cathode2,run-02,ses-1,sub-017,Y,-73.58251577243209,P1,2023-07-02
1183,Cathode3,run-02,ses-1,sub-017,Y,-27.73197315633297,P1,2023-07-02
1184,Anode,run-01,ses-3,sub-017,Y,-66.874950427562,P1,2023-09-07
1185,Cathode1,run-01,ses-3,sub-017,Y,-67.48484624922276,P1,2023-09-07
1186,Cathode2,run-01,ses-3,sub-017,Y,-86.1782132089138,P1,2023-09-07
1187,Cathode3,run-01,ses-3,sub-017,Y,-41.67396957799792,P1,2023-09-07
1188,Anode,run-02,ses-3,sub-017,Y,-67.83652533590794,P1,2023-09-07
1189,Cathode1,run-02,ses-3,sub-017,Y,-69.40799606591463,P1,2023-09-07
1190,Cathode2,run-02,ses-3,sub-017,Y,-87.0457157716155,P1,2023-09-07
1191,Cathode3,run-02,ses-3,sub-017,Y,-43.472457122057676,P1,2023-09-07
1192,Anode,run-01,ses-1,sub-021,Y,-66.90348162688315,P1,2023-06-28
1193,Cathode1,run-01,ses-1,sub-021,Y,-69.7943039406091,P1,2023-06-28
1194,Cathode2,run-01,ses-1,sub-021,Y,-84.05987490899861,P1,2023-06-28
1195,Cathode3,run-01,ses-1,sub-021,Y,-40.09941174834967,P1,2023-06-28
1196,Anode,run-02,ses-1,sub-021,Y,-66.75531683303416,P1,2023-06-28
1197,Cathode1,run-02,ses-1,sub-021,Y,-70.66723858565092,P1,2023-06-28
1198,Cathode2,run-02,ses-1,sub-021,Y,-84.04244460910559,P1,2023-06-28
1199,Cathode3,run-02,ses-1,sub-021,Y,-40.84161189943552,P1,2023-06-28
1200,Anode,run-01,ses-3,sub-021,Y,-63.08055285923183,P1,2023-11-08
1201,Cathode1,run-01,ses-3,sub-021,Y,-70.53650409169495,P1,2023-11-08
1202,Cathode2,run-01,ses-3,sub-021,Y,-79.80988205969334,P1,2023-11-08
1203,Cathode3,run-01,ses-3,sub-021,Y,-33.88428743369877,P1,2023-11-08
1204,Anode,run-02,ses-3,sub-021,Y,-65.71678709425032,P1,2023-11-08
1205,Cathode1,run-02,ses-3,sub-021,Y,-70.55393439158797,P1,2023-11-08
1206,Cathode2,run-02,ses-3,sub-021,Y,-80.68281670473516,P1,2023-11-08
1207,Cathode3,run-02,ses-3,sub-021,Y,-34.478322790935636,P1,2023-11-08
1208,Anode,run-01,ses-4,sub-025,Y,-57.84478338621557,P3,2024-02-21
1209,Cathode1,run-01,ses-4,sub-025,Y,-62.129344295710325,P3,2024-02-21
1210,Cathode2,run-01,ses-4,sub-025,Y,-77.2012293599546,P3,2024-02-21
1211,Cathode3,run-01,ses-4,sub-025,Y,-33.903616251423955,P3,2024-02-21
1212,Anode,run-02,ses-4,sub-025,Y,-58.7468466963619,P3,2024-02-21
1213,Cathode1,run-02,ses-4,sub-025,Y,-62.115350196138024,P3,2024-02-21
1214,Cathode2,run-02,ses-4,sub-025,Y,-76.36528157815337,P3,2024-02-21
1215,Cathode3,run-02,ses-4,sub-025,Y,-31.145304892212152,P3,2024-02-21
1216,Anode,run-01,ses-2,sub-025,Y,-51.01990051008761,P3,2023-09-17
1217,Cathode1,run-01,ses-2,sub-025,Y,-58.940702859312296,P3,2023-09-17
1218,Cathode2,run-01,ses-2,sub-025,Y,-68.7845605481416,P3,2023-09-17
1219,Cathode3,run-01,ses-2,sub-025,Y,-21.321781773120165,P3,2023-09-17
1220,Anode,run-02,ses-2,sub-025,Y,-51.05295827426016,P3,2023-09-17
1221,Cathode1,run-02,ses-2,sub-025,Y,-59.006818387657404,P3,2023-09-17
1222,Cathode2,run-02,ses-2,sub-025,Y,-69.62050832994282,P3,2023-09-17
1223,Cathode3,run-02,ses-2,sub-025,Y,-21.387897301465273,P3,2023-09-17
1224,Anode,run-01,ses-1,sub-025,Y,-39.774314388632774,P3,2023-06-15
1225,Cathode1,run-01,ses-1,sub-025,Y,-49.561503916978836,P3,2023-06-15
1226,Cathode2,run-01,ses-1,sub-025,Y,-56.85310677066445,P3,2023-06-15
1227,Cathode3,run-01,ses-1,sub-025,Y,-14.789928352460265,P3,2023-06-15
1228,Anode,run-02,ses-1,sub-025,Y,-40.70943546295166,P3,2023-06-15
1229,Cathode1,run-02,ses-1,sub-025,Y,-52.309676146134734,P3,2023-06-15
1230,Cathode2,run-02,ses-1,sub-025,Y,-56.88616453483701,P3,2023-06-15
1231,Cathode3,run-02,ses-1,sub-025,Y,-12.938749868422747,P3,2023-06-15
1232,Anode,run-01,ses-3,sub-025,Y,-52.62568054534495,P3,2024-02-14
1233,Cathode1,run-01,ses-3,sub-025,Y,-60.47144283168018,P3,2024-02-14
1234,Cathode2,run-01,ses-3,sub-025,Y,-69.4501499440521,P3,2024-02-14
1235,Cathode3,run-01,ses-3,sub-025,Y,-22.15772955492139,P3,2024-02-14
1236,Anode,run-02,ses-3,sub-025,Y,-54.297576108947396,P3,2024-02-14
1237,Cathode1,run-02,ses-3,sub-025,Y,-59.6164313852787,P3,2024-02-14
1238,Cathode2,run-02,ses-3,sub-025,Y,-69.38403441570699,P3,2024-02-14
1239,Cathode3,run-02,ses-3,sub-025,Y,-22.941555907949805,P3,2024-02-14
1240,Anode,run-01,ses-2,sub-035,Y,34.04042981378734,P7,2023-10-29
1241,Cathode1,run-01,ses-2,sub-035,Y,4.892168829217553,P7,2023-10-29
1242,Cathode2,run-01,ses-2,sub-035,Y,59.82509958650917,P7,2023-10-29
1243,Cathode3,run-01,ses-2,sub-035,Y,30.460706366226077,P7,2023-10-29
1244,Anode,run-02,ses-2,sub-035,Y,33.19008937012404,P7,2023-10-29
1245,Cathode1,run-02,ses-2,sub-035,Y,5.8072494911029935,P7,2023-10-29
1246,Cathode2,run-02,ses-2,sub-035,Y,58.98773620184511,P7,2023-10-29
1247,Cathode3,run-02,ses-2,sub-035,Y,31.414573128335178,P7,2023-10-29
1248,Anode,run-01,ses-1,sub-035,Y,36.81775175500661,P7,2023-07-16
1249,Cathode1,run-01,ses-1,sub-035,Y,5.820081473328173,P7,2023-07-16
1250,Cathode2,run-01,ses-1,sub-035,Y,60.707519985735416,P7,2023-07-16
1251,Cathode3,run-01,ses-1,sub-035,Y,35.1005597403273,P7,2023-07-16
1252,Anode,run-02,ses-1,sub-035,Y,37.71985535789281,P7,2023-07-16
1253,Cathode1,run-02,ses-1,sub-035,Y,5.800688423216343,P7,2023-07-16
1254,Cathode2,run-02,ses-1,sub-035,Y,59.87015660107136,P7,2023-07-16
1255,Cathode3,run-02,ses-1,sub-035,Y,33.36109275277704,P7,2023-07-16
1256,Anode,run-01,ses-2,sub-039,Y,-45.677445001900196,P3,2023-09-13
1257,Cathode1,run-01,ses-2,sub-039,Y,-68.51571119017899,P3,2023-09-13
1258,Cathode2,run-01,ses-2,sub-039,Y,-56.55096163600683,P3,2023-09-13
1259,Cathode3,run-01,ses-2,sub-039,Y,-7.78170819953084,P3,2023-09-13
1260,Anode,run-02,ses-2,sub-039,Y,-47.47522163577378,P3,2023-09-13
1261,Cathode1,run-02,ses-2,sub-039,Y,-70.32372058182955,P3,2023-09-13
1262,Cathode2,run-02,ses-2,sub-039,Y,-58.369203785434365,P3,2023-09-13
1263,Cathode3,run-02,ses-2,sub-039,Y,-10.471174946054816,P3,2023-09-13
1264,Anode,run-01,ses-1,sub-039,Y,-35.73000202514231,P3,2023-08-23
1265,Cathode1,run-01,ses-1,sub-039,Y,-53.16196897998452,P3,2023-08-23
1266,Cathode2,run-01,ses-1,sub-039,Y,-52.00018109381199,P3,2023-08-23
1267,Cathode3,run-01,ses-1,sub-039,Y,3.9443553928285837,P3,2023-08-23
1268,Anode,run-02,ses-1,sub-039,Y,-37.535274842754006,P3,2023-08-23
1269,Cathode1,run-02,ses-1,sub-039,Y,-53.16196897998452,P3,2023-08-23
1270,Cathode2,run-02,ses-1,sub-039,Y,-53.82389639131725,P3,2023-08-23
1271,Cathode3,run-02,ses-1,sub-039,Y,2.1547884810715914,P3,2023-08-23
1272,Anode,run-01,ses-3,sub-039,Y,-43.84421048499644,P3,2023-11-08
1273,Cathode1,run-01,ses-3,sub-039,Y,-62.137169279158115,P3,2023-11-08
1274,Cathode2,run-01,ses-3,sub-039,Y,-61.09555549174547,P3,2023-11-08
1275,Cathode3,run-01,ses-3,sub-039,Y,-3.2303316984325647,P3,2023-11-08
1276,Anode,run-02,ses-3,sub-039,Y,-45.65495645068586,P3,2023-11-08
1277,Cathode1,run-02,ses-3,sub-039,Y,-63.95814800262451,P3,2023-11-08
1278,Cathode2,run-02,ses-3,sub-039,Y,-63.814411014318466,P3,2023-11-08
1279,Cathode3,run-02,ses-3,sub-039,Y,-6.820411818102002,P3,2023-11-08
1280,Anode,run-01,ses-2,sub-003,Y,-48.32411154359579,P3,2023-08-23
1281,Cathode1,run-01,ses-2,sub-003,Y,-68.40575402230024,P3,2023-08-23
1282,Cathode2,run-01,ses-2,sub-003,Y,-59.09124490618706,P3,2023-08-23
1283,Cathode3,run-01,ses-2,sub-003,Y,-9.051869824528694,P3,2023-08-23
1284,Anode,run-02,ses-2,sub-003,Y,-47.609014466404915,P3,2023-08-23
1285,Cathode1,run-02,ses-2,sub-003,Y,-68.57456235587597,P3,2023-08-23
1286,Cathode2,run-02,ses-2,sub-003,Y,-57.67238984256983,P3,2023-08-23
1287,Cathode3,run-02,ses-2,sub-003,Y,-9.051869824528694,P3,2023-08-23
1288,Anode,run-01,ses-1,sub-003,Y,-51.12745054811239,P3,2023-06-07
1289,Cathode1,run-01,ses-1,sub-003,Y,-70.3537122681737,P3,2023-06-07
1290,Cathode2,run-01,ses-1,sub-003,Y,-64.68366058915854,P3,2023-06-07
1291,Cathode3,run-01,ses-1,sub-003,Y,-13.817429400980473,P3,2023-06-07
1292,Anode,run-02,ses-1,sub-003,Y,-56.08192725479603,P3,2023-06-07
1293,Cathode1,run-02,ses-1,sub-003,Y,-72.47047884762287,P3,2023-06-07
1294,Cathode2,run-02,ses-1,sub-003,Y,-67.32111449539661,P3,2023-06-07
1295,Cathode3,run-02,ses-1,sub-003,Y,-14.884405471384525,P3,2023-06-07
1296,Anode,run-01,ses-3,sub-003,Y,-48.84479887038469,P3,2023-10-25
1297,Cathode1,run-01,ses-3,sub-003,Y,-69.61301377415657,P3,2023-10-25
1298,Cathode2,run-01,ses-3,sub-003,Y,-62.42953356355429,P3,2023-10-25
1299,Cathode3,run-01,ses-3,sub-003,Y,-13.85180052369833,P3,2023-10-25
1300,Anode,run-02,ses-3,sub-003,Y,-50.612609691917896,P3,2023-10-25
1301,Cathode1,run-02,ses-3,sub-003,Y,-71.21201626211405,P3,2023-10-25
1302,Cathode2,run-02,ses-3,sub-003,Y,-65.08124979585409,P3,2023-10-25
1303,Cathode3,run-02,ses-3,sub-003,Y,-14.918776594102383,P3,2023-10-25
1320,Anode,run-01,ses-4,sub-016,Y,-32.50912235304713,P1,2023-09-27
1321,Cathode1,run-01,ses-4,sub-016,Y,-40.02594277262688,P1,2023-09-27
1322,Cathode2,run-01,ses-4,sub-016,Y,-53.70093901082873,P1,2023-09-27
1323,Cathode3,run-01,ses-4,sub-016,Y,-9.04143688082695,P1,2023-09-27
1324,Anode,run-02,ses-4,sub-016,Y,-30.69270073994994,P1,2023-09-27
1325,Cathode1,run-02,ses-4,sub-016,Y,-35.661245837807655,P1,2023-09-27
1326,Cathode2,run-02,ses-4,sub-016,Y,-51.88451739773154,P1,2023-09-27
1327,Cathode3,run-02,ses-4,sub-016,Y,-1.8864226751029491,P1,2023-09-27
1328,Anode,run-01,ses-2,sub-016,Y,-36.92530667036772,P1,2023-08-17
1329,Cathode1,run-01,ses-2,sub-016,Y,-42.946660578250885,P1,2023-08-17
1330,Cathode2,run-01,ses-2,sub-016,Y,-56.2569118142128,P1,2023-08-17
1331,Cathode3,run-01,ses-2,sub-016,Y,-9.697741594165564,P1,2023-08-17
1332,Anode,run-02,ses-2,sub-016,Y,-37.00855314731598,P1,2023-08-17
1333,Cathode1,run-02,ses-2,sub-016,Y,-43.563508715480566,P1,2023-08-17
1334,Cathode2,run-02,ses-2,sub-016,Y,-57.15525847673416,P1,2023-08-17
1335,Cathode3,run-02,ses-2,sub-016,Y,-9.793018877506256,P1,2023-08-17
1336,Anode,run-01,ses-1,sub-016,Y,-38.60266109928489,P1,2023-06-14
1337,Cathode1,run-01,ses-1,sub-016,Y,-39.50773607566953,P1,2023-06-14
1338,Cathode2,run-01,ses-1,sub-016,Y,-56.72742065414786,P1,2023-06-14
1339,Cathode3,run-01,ses-1,sub-016,Y,-59.64771309122443,P1,2023-06-14
1340,Anode,run-02,ses-1,sub-016,Y,-39.53276685625315,P1,2023-06-14
1341,Cathode1,run-02,ses-1,sub-016,Y,-43.59093448519707,P1,2023-06-14
1342,Cathode2,run-02,ses-1,sub-016,Y,-61.49589379876852,P1,2023-06-14
1343,Cathode3,run-02,ses-1,sub-016,Y,-13.152061060070992,P1,2023-06-14
1344,Anode,run-01,ses-3,sub-016,Y,-40.68518627434969,P1,2023-09-20
1345,Cathode1,run-01,ses-3,sub-016,Y,-46.29030779749155,P1,2023-09-20
1346,Cathode2,run-01,ses-3,sub-016,Y,-60.86365069821477,P1,2023-09-20
1347,Cathode3,run-01,ses-3,sub-016,Y,-12.424540676176548,P1,2023-09-20
1348,Anode,run-02,ses-3,sub-016,Y,-42.565126076340675,P1,2023-09-20
1349,Cathode1,run-02,ses-3,sub-016,Y,-48.10672941058874,P1,2023-09-20
1350,Cathode2,run-02,ses-3,sub-016,Y,-60.97865626960993,P1,2023-09-20
1351,Cathode3,run-02,ses-3,sub-016,Y,-14.431516855955124,P1,2023-09-20
1352,Anode,run-01,ses-4,sub-026,Y,-56.004838425666094,P1,2023-10-08
1353,Cathode1,run-01,ses-4,sub-026,Y,-58.37219811603427,P1,2023-10-08
1354,Cathode2,run-01,ses-4,sub-026,Y,-74.99589045718312,P1,2023-10-08
1355,Cathode3,run-01,ses-4,sub-026,Y,-28.65951858460903,P1,2023-10-08
1356,Anode,run-02,ses-4,sub-026,Y,-55.989691495895386,P1,2023-10-08
1357,Cathode1,run-02,ses-4,sub-026,Y,-59.27409524843097,P1,2023-10-08
1358,Cathode2,run-02,ses-4,sub-026,Y,-74.98074352741241,P1,2023-10-08
1359,Cathode3,run-02,ses-4,sub-026,Y,-28.59009999036789,P1,2023-10-08
1360,Anode,run-01,ses-2,sub-026,Y,-57.704504799097776,P1,2023-08-27
1361,Cathode1,run-01,ses-2,sub-026,Y,-63.94639590382576,P1,2023-08-27
1362,Cathode2,run-01,ses-2,sub-026,Y,-74.7876346744597,P1,2023-08-27
1363,Cathode3,run-01,ses-2,sub-026,Y,-30.463312849402428,P1,2023-08-27
1364,Anode,run-02,ses-2,sub-026,Y,-58.5716926343739,P1,2023-08-27
1365,Cathode1,run-02,ses-2,sub-026,Y,-63.96595827117562,P1,2023-08-27
1366,Cathode2,run-02,ses-2,sub-026,Y,-75.6895318068564,P1,2023-08-27
1367,Cathode3,run-02,ses-2,sub-026,Y,-30.393894255161285,P1,2023-08-27
1368,Anode,run-01,ses-1,sub-026,Y,-56.80260766670108,P1,2023-06-29
1369,Cathode1,run-01,ses-1,sub-026,Y,-63.08362350612879,P1,2023-06-29
1370,Cathode2,run-01,ses-1,sub-026,Y,-75.70909417420626,P1,2023-06-29
1371,Cathode3,run-01,ses-1,sub-026,Y,-29.52670641988516,P1,2023-06-29
1372,Anode,run-02,ses-1,sub-026,Y,-57.704504799097776,P1,2023-06-29
1373,Cathode1,run-02,ses-1,sub-026,Y,-62.142601639032364,P1,2023-06-29
1374,Cathode2,run-02,ses-1,sub-026,Y,-76.66084753349423,P1,2023-06-29
1375,Cathode3,run-02,ses-1,sub-026,Y,-30.289766363799572,P1,2023-06-29
1376,Anode,run-01,ses-3,sub-026,Y,-60.52947101742029,P1,2023-10-01
1377,Cathode1,run-01,ses-3,sub-026,Y,-65.96286138892174,P1,2023-10-01
1378,Cathode2,run-01,ses-3,sub-026,Y,-79.46625138446689,P1,2023-10-01
1379,Cathode3,run-01,ses-3,sub-026,Y,-33.273132137954235,P1,2023-10-01
1380,Anode,run-02,ses-3,sub-026,Y,-60.52947101742029,P1,2023-10-01
1381,Cathode1,run-02,ses-3,sub-026,Y,-64.06567072495818,P1,2023-10-01
1382,Cathode2,run-02,ses-3,sub-026,Y,-79.46625138446689,P1,2023-10-01
1383,Cathode3,run-02,ses-3,sub-026,Y,-34.10561067610979,P1,2023-10-01
1384,Anode,run-01,ses-1,sub-031,Y,33.49977920902893,P7,2023-06-22
1385,Cathode1,run-01,ses-1,sub-031,Y,29.105530538596213,P7,2023-06-22
1386,Cathode2,run-01,ses-1,sub-031,Y,2.738279635552317,P7,2023-06-22
1387,Cathode3,run-01,ses-1,sub-031,Y,60.741178281605244,P7,2023-06-22
1388,Anode,run-02,ses-1,sub-031,Y,33.499776266515255,P7,2023-06-22
